n,single time,two time,four time,eight time,sixteen time,thirty two time
568,626434,699238,704337,1.36775e+06,1.36577e+06,1.38394e+06,1.41234e+06
569,626341,675768,717971,1.35815e+06,1.37162e+06,1.41062e+06,1.4421e+06
570,618492,680653,712445,1.347e+06,1.3889e+06,1.3991e+06,1.44007e+06
571,637253,681121,715900,1.35016e+06,1.37607e+06,1.42487e+06,1.44549e+06
572,645577,687495,720196,1.3743e+06,1.40659e+06,1.41676e+06,1.4505e+06
573,646129,685043,726179,1.38201e+06,1.40244e+06,1.42368e+06,1.43906e+06
574,650286,681034,729382,1.40104e+06,1.40142e+06,1.45078e+06,1.48156e+06
575,655228,694673,732353,1.39011e+06,1.42138e+06,1.44804e+06,1.47444e+06
576,655875,696193,729321,1.43729e+06,1.45308e+06,1.46138e+06,1.47014e+06
577,660213,705076,740683,1.38993e+06,1.45326e+06,1.47244e+06,1.49869e+06
578,666065,710211,744285,1.44998e+06,1.47042e+06,1.46585e+06,1.49599e+06
579,668707,706561,770380,1.44903e+06,1.46581e+06,1.49093e+06,1.49995e+06
580,679120,714415,746354,1.43314e+06,1.46371e+06,1.48178e+06,1.50722e+06
581,676012,717029,757619,1.45036e+06,1.46202e+06,1.50244e+06,1.5018e+06
582,681769,720440,760494,1.44299e+06,1.47427e+06,1.51835e+06,1.5236e+06
583,681853,729123,763966,1.44261e+06,1.48954e+06,1.52173e+06,1.5431e+06
584,690741,733321,769682,1.4948e+06,1.49595e+06,1.52776e+06,1.55308e+06
585,690857,735244,774874,1.49397e+06,1.50507e+06,1.52092e+06,1.55312e+06
586,693857,737682,777641,1.51343e+06,1.51498e+06,1.52556e+06,1.53416e+06
587,684618,748542,778874,1.50916e+06,1.53496e+06,1.54311e+06,1.54291e+06
588,701904,782057,781174,1.51173e+06,1.54007e+06,1.55619e+06,1.57011e+06
589,704290,752030,790733,1.52722e+06,1.54506e+06,1.5621e+06,1.5843e+06
590,716491,759606,788230,1.54497e+06,1.54782e+06,1.57504e+06,1.59831e+06
591,697824,760485,799492,1.5655e+06,1.56783e+06,1.59162e+06,1.61165e+06
592,718563,765028,803976,1.53795e+06,1.56852e+06,1.59074e+06,1.5991e+06
593,728164,767115,802788,1.52689e+06,1.55569e+06,1.58216e+06,1.60321e+06
594,724594,776640,806351,1.55476e+06,1.57032e+06,1.60119e+06,1.62472e+06
595,728762,781309,807860,1.5725e+06,1.57846e+06,1.60961e+06,1.63446e+06
596,717817,787024,820407,1.59643e+06,1.59807e+06,1.62579e+06,1.65352e+06
597,744383,776918,824653,1.57685e+06,1.60252e+06,1.63716e+06,1.64219e+06
598,738800,786352,828382,1.58152e+06,1.59942e+06,1.6387e+06,1.67934e+06
599,743052,792317,834321,1.59218e+06,1.61421e+06,1.64855e+06,1.66776e+06
600,747173,799536,837876,1.58941e+06,1.63694e+06,1.6534e+06,1.68252e+06
601,741573,785960,841555,1.58339e+06,1.64485e+06,1.66297e+06,1.70523e+06
602,736441,798808,846996,1.6214e+06,1.66569e+06,1.67439e+06,1.70245e+06
603,753302,807533,851843,1.6224e+06,1.66624e+06,1.6913e+06,1.71264e+06
604,764088,807724,848907,1.64966e+06,1.6737e+06,1.68339e+06,1.71629e+06
605,1.0112e+06,812014,857566,1.65726e+06,1.66252e+06,1.71001e+06,1.70431e+06
606,773809,819167,867880,1.66937e+06,1.69396e+06,1.71259e+06,1.73447e+06
607,767026,823239,869490,1.69857e+06,1.68607e+06,1.71572e+06,1.74728e+06
608,822364,830247,905671,1.68645e+06,1.72796e+06,1.72002e+06,1.75643e+06
609,786115,830723,870651,1.6685e+06,1.69907e+06,1.73877e+06,1.7474e+06
610,763663,831337,875324,1.69844e+06,1.70985e+06,1.74011e+06,1.77473e+06
611,787121,836042,877511,1.7188e+06,1.73175e+06,1.75824e+06,1.78746e+06
612,773659,832246,887228,1.73763e+06,1.72778e+06,1.77045e+06,1.77415e+06
613,796041,829287,895356,1.69368e+06,1.72269e+06,1.765e+06,1.7784e+06
614,801240,852339,893149,1.71083e+06,1.76011e+06,1.77432e+06,1.81362e+06
615,803634,856311,896683,1.71691e+06,1.72889e+06,1.78723e+06,1.80897e+06
616,816278,850756,899715,1.75258e+06,1.77904e+06,1.79718e+06,1.81724e+06
617,815319,870184,909255,1.70883e+06,1.75562e+06,1.79878e+06,1.83069e+06
618,814268,872588,907414,1.76738e+06,1.80552e+06,1.81916e+06,1.8528e+06
619,829143,878655,912146,1.72319e+06,1.81148e+06,1.82459e+06,1.85551e+06
620,823661,880548,920550,1.79022e+06,1.78326e+06,1.83984e+06,1.85102e+06
621,826385,882184,920501,1.80071e+06,1.80083e+06,1.8339e+06,1.87456e+06
622,823939,886895,927884,1.82794e+06,1.83412e+06,1.84915e+06,1.85967e+06
623,825694,891640,936190,1.81516e+06,1.80276e+06,1.84797e+06,1.87897e+06
624,842144,895712,967404,1.8221e+06,1.84492e+06,1.87088e+06,1.89302e+06
625,848003,902386,938057,1.82732e+06,1.84494e+06,1.87288e+06,1.88873e+06
626,834024,898636,952902,1.83015e+06,1.8718e+06,1.88502e+06,1.91805e+06
627,998637,893876,945193,1.88047e+06,1.86598e+06,1.90932e+06,1.93484e+06
628,847129,917445,949633,1.8709e+06,1.87949e+06,1.91074e+06,1.937e+06
629,903569,924437,961999,1.8557e+06,1.90393e+06,1.91138e+06,1.94235e+06
630,865498,913398,963828,1.8511e+06,1.86856e+06,1.93779e+06,1.94677e+06
631,856141,910278,965148,1.8595e+06,1.89528e+06,1.94018e+06,1.97087e+06
632,876983,928197,974826,1.86297e+06,1.90602e+06,1.95076e+06,1.9926e+06
633,881330,943061,979674,1.90246e+06,1.91445e+06,1.95677e+06,1.99246e+06
634,873877,933647,986663,1.90085e+06,1.96025e+06,1.96201e+06,2.00002e+06
635,899482,973108,1.02307e+06,1.89133e+06,1.94289e+06,1.97426e+06,1.98579e+06
636,873516,926287,985630,1.95603e+06,1.95285e+06,1.99858e+06,2.01759e+06
637,896627,948139,989980,1.97516e+06,1.90706e+06,2.00156e+06,2.00788e+06
638,900166,944248,997302,1.92064e+06,1.97267e+06,1.99166e+06,2.02723e+06
639,883901,960770,999839,1.95115e+06,1.94515e+06,2.00917e+06,2.03661e+06
640,896526,951180,1.00056e+06,1.96876e+06,1.97705e+06,2.01291e+06,2.05364e+06
641,911822,970898,1.04159e+06,1.96406e+06,2.01626e+06,2.03433e+06,2.05042e+06
642,902921,967550,1.01014e+06,1.99268e+06,1.99812e+06,2.04713e+06,2.08699e+06
643,925389,976121,1.03258e+06,2.00391e+06,2.02266e+06,2.03213e+06,2.06564e+06
644,927270,972356,1.02375e+06,1.97797e+06,2.00062e+06,2.05173e+06,2.0862e+06
645,930883,991910,1.03052e+06,2.02085e+06,2.03124e+06,2.07437e+06,2.11222e+06
646,932952,981599,1.0387e+06,2.00844e+06,2.02851e+06,2.08329e+06,2.11194e+06
647,926140,997911,1.04062e+06,2.01897e+06,2.04406e+06,2.09585e+06,2.1062e+06
648,929570,995849,1.04522e+06,1.99044e+06,2.03774e+06,2.09604e+06,2.1285e+06
649,932407,1.01328e+06,1.04873e+06,2.04549e+06,2.07885e+06,2.1094e+06,2.14158e+06
650,941907,998140,1.05995e+06,2.05598e+06,2.06689e+06,2.11397e+06,2.13143e+06
651,956838,1.0202e+06,1.0596e+06,2.10902e+06,2.09604e+06,2.10985e+06,2.12886e+06
652,996521,1.01632e+06,1.06877e+06,2.07998e+06,2.09162e+06,2.15004e+06,2.17644e+06
653,966174,1.00887e+06,1.07302e+06,2.05296e+06,2.12086e+06,2.14305e+06,2.19956e+06
654,987719,1.03515e+06,1.07494e+06,2.11536e+06,2.13022e+06,2.17087e+06,2.19931e+06
655,966622,1.03011e+06,1.07907e+06,2.08964e+06,2.13228e+06,2.17902e+06,2.18744e+06
656,962731,1.03146e+06,1.08566e+06,2.13223e+06,2.18191e+06,2.1884e+06,2.20576e+06
657,970356,1.05226e+06,1.09415e+06,2.10481e+06,2.15858e+06,2.19752e+06,2.20977e+06
658,983780,1.04401e+06,1.09665e+06,2.10469e+06,2.18947e+06,2.22176e+06,2.24004e+06
659,984461,1.05286e+06,1.09641e+06,2.12922e+06,2.21251e+06,2.22594e+06,2.23747e+06
660,995700,1.04368e+06,1.1028e+06,2.18308e+06,2.19971e+06,2.22462e+06,2.24814e+06
661,986201,1.08566e+06,1.1187e+06,2.13248e+06,2.21043e+06,2.20427e+06,2.27772e+06
662,991996,1.06055e+06,1.11333e+06,2.1605e+06,2.21428e+06,2.23696e+06,2.28669e+06
663,1.01853e+06,1.06732e+06,1.12599e+06,2.17823e+06,2.20966e+06,2.24488e+06,2.29004e+06
664,1.00452e+06,1.08052e+06,1.12306e+06,2.19717e+06,2.24063e+06,2.2369e+06,2.29471e+06
665,1.01933e+06,1.0798e+06,1.14239e+06,2.2452e+06,2.26131e+06,2.27461e+06,2.29471e+06
666,1.02288e+06,1.0962e+06,1.15278e+06,2.24776e+06,2.26217e+06,2.30327e+06,2.31064e+06
667,1.02712e+06,1.08625e+06,1.17027e+06,2.18661e+06,2.2487e+06,2.31983e+06,2.31718e+06
668,1.03748e+06,1.08412e+06,1.1495e+06,2.21847e+06,2.25354e+06,2.29718e+06,2.31549e+06
669,1.02556e+06,1.09607e+06,1.16199e+06,2.20508e+06,2.26981e+06,2.33818e+06,2.33253e+06
670,1.03487e+06,1.10168e+06,1.1614e+06,2.20774e+06,2.25582e+06,2.3254e+06,2.3717e+06
671,1.0386e+06,1.10628e+06,1.17076e+06,2.29831e+06,2.25753e+06,2.34369e+06,2.36092e+06
672,1.0923e+06,1.11506e+06,1.18145e+06,2.30708e+06,2.34575e+06,2.37031e+06,2.35935e+06
673,1.04819e+06,1.12274e+06,1.17165e+06,2.29988e+06,2.32186e+06,2.37786e+06,2.4049e+06
674,1.05312e+06,1.13908e+06,1.18135e+06,2.30642e+06,2.34789e+06,2.3833e+06,2.40105e+06
675,1.05565e+06,1.12232e+06,1.19259e+06,2.30572e+06,2.35821e+06,2.38278e+06,2.39964e+06
676,1.05941e+06,1.14235e+06,1.19212e+06,2.28871e+06,2.32709e+06,2.39027e+06,2.45085e+06
677,1.14042e+06,1.14505e+06,1.1976e+06,2.31105e+06,2.32137e+06,2.41457e+06,2.44603e+06
678,1.1502e+06,1.17267e+06,1.21575e+06,2.36189e+06,2.42007e+06,2.43124e+06,2.4428e+06
679,1.10979e+06,1.19083e+06,1.21812e+06,2.38707e+06,2.36381e+06,2.4352e+06,2.4791e+06
680,1.09367e+06,1.16994e+06,1.21193e+06,2.39378e+06,2.42292e+06,2.44216e+06,2.45896e+06
681,1.10344e+06,1.16284e+06,1.23117e+06,2.42662e+06,2.37471e+06,2.46139e+06,2.47736e+06
682,1.1307e+06,1.16295e+06,1.22875e+06,2.37184e+06,2.43356e+06,2.47086e+06,2.5044e+06
683,1.10654e+06,1.17803e+06,1.23242e+06,2.4456e+06,2.45808e+06,2.48453e+06,2.50208e+06
684,1.11898e+06,1.18081e+06,1.24274e+06,2.38219e+06,2.41584e+06,2.49796e+06,2.52851e+06
685,1.13038e+06,1.2995e+06,1.29635e+06,2.38424e+06,2.44877e+06,2.50954e+06,2.53355e+06
686,1.15146e+06,1.19247e+06,1.24634e+06,2.45763e+06,2.40528e+06,2.51343e+06,2.53477e+06
687,1.12171e+06,1.18823e+06,1.25792e+06,2.44665e+06,2.4635e+06,2.52374e+06,2.5549e+06
688,1.26778e+06,1.2176e+06,1.26984e+06,2.41239e+06,2.47948e+06,2.53153e+06,2.56554e+06
689,1.30747e+06,1.58788e+06,1.404e+06,2.5051e+06,2.48649e+06,2.56103e+06,2.63138e+06
690,1.30926e+06,1.34089e+06,1.359e+06,2.5295e+06,2.53175e+06,2.56368e+06,2.60266e+06
691,1.33666e+06,1.31267e+06,1.39469e+06,2.57232e+06,2.5098e+06,2.57057e+06,2.61374e+06
692,1.94801e+06,1.34288e+06,1.51463e+06,2.51876e+06,2.57455e+06,2.60745e+06,2.63311e+06
693,1.37039e+06,1.3322e+06,1.43106e+06,2.5407e+06,2.56807e+06,2.60939e+06,2.62663e+06
694,1.19962e+06,1.83705e+06,1.79196e+06,2.57946e+06,2.55764e+06,2.60381e+06,2.71096e+06
695,1.20421e+06,1.29478e+06,1.31615e+06,2.57457e+06,2.57354e+06,2.62143e+06,2.62641e+06
696,1.19331e+06,1.26508e+06,1.32804e+06,2.57936e+06,2.58176e+06,2.64096e+06,2.66713e+06
697,1.56474e+06,1.25851e+06,1.32013e+06,2.59858e+06,2.62383e+06,2.67184e+06,2.66618e+06
698,1.2895e+06,1.97575e+06,1.6869e+06,2.68673e+06,2.62341e+06,2.68601e+06,2.72295e+06
699,1.26561e+06,1.31085e+06,1.33117e+06,2.54173e+06,2.68639e+06,2.70853e+06,2.70018e+06
700,1.18933e+06,1.2623e+06,1.32998e+06,2.59342e+06,2.59397e+06,2.67734e+06,2.7188e+06
701,1.19745e+06,1.27631e+06,1.33526e+06,2.58197e+06,2.63855e+06,2.69097e+06,2.69486e+06
702,1.19744e+06,1.27742e+06,1.3429e+06,2.66456e+06,2.60324e+06,2.71242e+06,2.73668e+06
703,1.2051e+06,1.285e+06,1.36666e+06,2.62209e+06,2.61779e+06,2.69313e+06,2.74181e+06
704,1.20909e+06,1.29206e+06,1.35307e+06,2.60325e+06,2.6968e+06,2.72935e+06,2.75326e+06
705,1.23533e+06,1.29877e+06,1.35845e+06,2.62583e+06,2.68645e+06,2.73848e+06,2.75947e+06
706,1.21893e+06,1.30243e+06,1.37973e+06,2.69045e+06,2.68413e+06,2.74369e+06,2.78025e+06
707,1.22237e+06,1.30751e+06,1.37482e+06,2.71269e+06,2.65742e+06,2.76094e+06,2.78764e+06
708,1.23974e+06,1.30397e+06,1.37788e+06,2.72855e+06,2.75589e+06,2.75842e+06,2.81367e+06
709,1.23525e+06,1.31964e+06,1.38862e+06,2.69759e+06,2.75596e+06,2.77991e+06,2.80874e+06
710,1.24133e+06,1.34226e+06,1.3909e+06,2.76908e+06,2.71321e+06,2.80466e+06,2.84736e+06
711,1.24808e+06,1.33754e+06,1.39814e+06,2.72864e+06,2.72534e+06,2.8132e+06,2.84025e+06
712,1.24849e+06,1.33328e+06,1.40433e+06,2.64741e+06,2.7833e+06,2.79595e+06,2.86654e+06
713,1.25508e+06,1.33241e+06,1.40804e+06,2.78994e+06,2.84244e+06,2.82156e+06,2.86045e+06
714,1.26275e+06,1.34853e+06,1.41481e+06,2.7139e+06,2.68039e+06,2.85855e+06,2.83638e+06
715,1.27208e+06,1.35284e+06,1.42121e+06,2.82281e+06,2.85422e+06,2.84956e+06,2.86199e+06
716,1.26961e+06,1.35787e+06,1.42953e+06,2.7314e+06,2.8043e+06,2.8599e+06,2.87419e+06
717,1.28083e+06,1.36733e+06,1.43257e+06,2.81753e+06,2.80677e+06,2.87559e+06,2.89459e+06
718,1.28827e+06,1.37208e+06,1.44095e+06,2.78834e+06,2.85715e+06,2.906e+06,2.90205e+06
719,1.291e+06,1.36801e+06,1.44832e+06,2.90967e+06,2.90527e+06,2.93655e+06,2.93504e+06
720,1.34583e+06,1.38286e+06,1.451e+06,2.77213e+06,2.91128e+06,2.91437e+06,2.91889e+06
721,1.30408e+06,1.38146e+06,1.45975e+06,2.79117e+06,2.88435e+06,2.94254e+06,2.92214e+06
722,1.3318e+06,1.39753e+06,1.4647e+06,2.87438e+06,2.92564e+06,2.93699e+06,2.93919e+06
723,1.31928e+06,1.40269e+06,1.47891e+06,2.82638e+06,2.94149e+06,2.99529e+06,2.96135e+06
724,1.32037e+06,1.40145e+06,1.4769e+06,2.93565e+06,2.9738e+06,2.99466e+06,2.96835e+06
725,1.32741e+06,1.40873e+06,1.4829e+06,2.88643e+06,2.90976e+06,3.01012e+06,2.99617e+06
726,1.33043e+06,1.41778e+06,1.48977e+06,2.91033e+06,2.97204e+06,2.98959e+06,2.98303e+06
727,1.33629e+06,1.4255e+06,1.49772e+06,2.88836e+06,2.98743e+06,3.01844e+06,2.99697e+06
728,1.34025e+06,1.43173e+06,1.5019e+06,2.91196e+06,3.0024e+06,3.03851e+06,2.97488e+06
729,1.34527e+06,1.42563e+06,1.50851e+06,2.96329e+06,2.99568e+06,3.06354e+06,3.02844e+06
730,1.37e+06,1.44234e+06,1.51484e+06,2.94117e+06,3.06225e+06,3.08144e+06,3.01125e+06
731,1.35968e+06,1.45077e+06,1.52177e+06,3.00163e
